Reading_ID,Meter_ID,TS,Pressure,Flow,Energy,Unit,Customer_ID,"Latitude,Longitude",Leak_Flag,Maintenance_Flag,Notes_Comments,Base_Temp_C,Base_Pressure_kPa,Cal_Coefficient,Cal_Version
R9154,MET-118,11-01-2026 12:00,6.2,1552,5.85,scmh,C707,"13.0599,80.0796",FALSE,MAINT,Contact: +91-7089559-89559 for followup,20.8,103.0,1.0,v1.0
R9155,MET-153,2024-04-28 18:00,4.48,1011,3.94,scm/h,C854,"13.2258,80.4219",nO,SHUTDOWN,Night flow anomaly recorded.,18.4,103.0,1.0,v1.1
R9156,MET-135,2025-01-18 18:00,5.19,739,2.7,SCM/H,C771,"13.2363,80.3584",0,MAINT,,17.1,101.325,0.998,v1.0
R9157,MET-156,2024-06-22 05:00,5.66,321,1.16,sm^3/h,c886,"13.2187,80.3986",no,,Inspection done. No issues.,24.5,99.5,1.0,v1.0
R9158,met-150,2026/03/10 24:05,4.31,1189,4.58,sm^3/h,C724,"12.9239,80.0808",FALSE,SHUTDOWN,Reverse flow detected briefly.,15.5,100.0,1.0,v1.0
R9159,met-155,2024-03-27 11:00,6.08,864,3.11,m3/h,C711,"13.0892,80.3034",no,,Reverse flow detected briefly.,24.6,99.5,1.0,v1.0
R9160,met-103,2024-05-15 22:00,5.32,1932,6.75,Sm3/h,C706,"13.1428,80.3815",NO,,,22.8,101.325,1.0,v1.0
R9161,MET-118,2024-05-07 10:00,5.45,1075,3.8,Sm^3/h,c707,"13.0599,80.0796",NO,,Email: user828@citygas.com flagged issue,15.1,100.0,1.01,v1.2
R9162,MET-109,2024-11-04T19:00:00Z,-4.84,961,3.36,Sm^3/h,CID-888,"13.0904,80.0798",No,MAINT,Contact: +91-7057638-57638 for followup,16.8,101.325,1.0,v1.0
R9163,met-120,2024-07-06 05:00,4.22,595,2.27,SCMH,C755,"12.9665,80.0963",No,,Maintenance done by technician ID T521.,25.3,102.5,1.0,v1.1
R9164,MET-129,2024-10-23 14:00,2.89,461,1.64,S m^3/h,C879,"13.087,80.4049",false,,Calibration check passed.,24.7,102.5,1.0,v1.0
R9165,MET-150,2024-02-06 14:00,63.2,2746,10.84,sm^3/h,C724,"12.9239,80.0808",nO,,High consumption flagged for audit.,25.3,101.325,1.0,v1.1
R9166,MET-141,2024-04-06 22:00,4.88,148,0.59,Sm^3/h,c787,"21.9475,80.0626",NO,,Email: user646@citygas.com flagged issue,16.0,102.5,1.0,v1.2
R9167,MET-103,2024-03-23 13:00,6.77,1680,6.31,Sm^3/h,C706,"13.1428,80.3815",n,,Night flow anomaly recorded.,16.9,103.0,1.002,v1.0
R9168,MET-114,2024-07-31 03:00,4.91,3250,12.34,Sm^3/h,C722,"12.9349,80.3762",No,MAINT,Calibration check passed.,17.8,101.0,1.0,v1.0
R9169,MET-120,2024-08-27 19:00,3.04,2949,10.5,Sm3/h,C755," 12.9665 , 80.0963 ",TRUE,,,22.5,101.325,1.002,v1.1
R9170,MET-158,2024-02-10 01:00,40.1,929,3.37,SCMH,C837," 12.9284 , 80.1246 ",YEs,,Reverse flow detected briefly.,17.8,101.0,1.0,v1.0
R9171,MET-137,2024-06-06 11:00,3.53,1092,3.81,Scmh,C894,"12.9718,80.2591",N,MAINT,Customer C795 complained about billing.,25.0,101.325,0.995,v1.0
R9172,MET-142,26-07-2025 13:00,3.51,"2,083",7.72,Scmh,C771,"13.0481,80.3046",0,,Odorant alarm triggered. Cleared.,17.9,101.0,0.998,v1.1
R9173,Met-105,2025-09-27 00:00,6.4,686,2.51,sm^3/h,C770,"12.9124,80.1624",N,,"Leak near coords 13.0407,80.0914. Reported.",24.7,101.0,0.995,v1.0
R9174,MET -147,2026-01-16 05:00,5.92,1054,,SCM/H,C726,"12.9747,80.2142",N,SHUTDOWN,Customer called at +91-9854603-54603,15.1,101.325,1.0,v1.2
R9175,met-107,2024-10-07 03:00,4.88,537,1.99,m3/h,C757,"12.8732,80.1064",NO,,,21.1,101.325,0.995,v1.0
R9176,MET-138,2024-05-10T11:00:00Z,4.77,2660,10.42,SCM/H,C740,"12.8891,80.221",nO,SHUTDOWN,High consumption flagged for audit.,16.9,99.5,1.0,v1.0
R9177,MET121,2025-09-10 03:00,3.72,202,0.81,scm/h,C759,"13.0947,80.3952",nO,SHUTDOWN,Odorant alarm triggered. Cleared.,24.7,101.325,1.002,v1.1
R9172,MET155,2024-06-12 17:00,2.91,1455,5.307,Sm3/h,C711,"13.0892,80.3034",nO,MAINT,Night flow anomaly recorded.,17.6,99.5,0.995,v1.0
R9178,MET-102,06-07-2025 03:00,63.5,2327,9.03,scm/h,C728,"13.2303,80.1585",FALSE,,Pressure drop observed at peak hours.,21.1,101.325,0.99,v1.1
R9179,MET-141,2024-04-24 17:00,5.12 bar,2170,8.61,Sm^3/h,C787 ,"12.8988,80.0626",No,MAINT,Customer C780 complained about billing.,21.7,101.325,1.0,v1.1
R9180, MET-111 ,02/22/2026 13:00,4.45,858,,S m^3/h,C873,"12.8582,80.3589",false,,Inspection done. No issues.,17.1,103.0,1.0,v1.0
R9181,MET-132,2025-07-16 12:00,6.47,1031,3.63,scmh,C756,"12.9182,80.3353",NO,,,21.1,101.325,1.01,v1.0
R9182, MET-123 ,2025-10-16 22:00,4.95,1042,3.82,scmh,C854,"12.9669,80.1824",False,,Read manually. Meter OK.,17.0,101.0,1.0,v1.2
R9183,MET-123,2026-03-08 08:00,7,376,1.33,SCM/H,C854,"12.9669,80.1824",0,,Night flow anomaly recorded.,25.9,102.5,0.998,v1.1
R9184,met-155,2024-08-25 04:00,3.29,1263,4.62,scm/h,C711,"13.0892,80.3034",False,,Odorant alarm triggered. Cleared.,14.2,99.5,1.0,v1.0
R9185,MET-132,2026/03/10 24:05,3.89,1054,3.7,SCMH,C756,"12.9182,80.3353",YEs,,,20.9,101.325,1.0,v1.0
R9186,MET-121,2024-03-22 07:00,2.6,1251,4.83,Sm^3/h,C759,"13.0947,80.3952",No,MAINT,Pressure drop observed at peak hours.,20.1,101.325,1.002,v1.0
R9187,MET-111,2025-08-19 11:00,6.06,1047,4.01,Sm3/h,C873,"12.8582,80.3589",n,SHUTDOWN,Calibration check passed.,15.7,100.0,1.0,v1.0
R9182,MET-112,2024-01-03 10:00,6.77,4742,17.51,SCMH,C889,"22.6252,80.1295",nO,,"Leak near coords 13.184,80.0926. Reported.",24.2,101.325,0.99,v1.0
R9188,MET--121,2024-08-17 05:00,-5.36,231,0.91,scmh,C759 ,"13.0947,80.3952",False,,,23.2,101.325,1.0,v1.0
R9189,MET-127,2024-08-15 02:00,6.48,2069,8.17,Sm^3/h,C883,"12.9299,80.3418",false,SHUTDOWN,Reverse flow detected briefly.,20.4,102.5,1.0,v1.1
R9190,met-102,2025-03-11 03:00,3.68,478,1.69,sm^3/h,C728,"13.2303,80.1585",false,,Customer called at +91-9852419-52419,20.6,102.5,1.0,v1.0
R9191,MET-142,2024-08-13 06:00,5.23,3606,12.87,Sm3/h,C771,"13.0481,80.3046",no,,Pressure drop observed at peak hours.,19.0,101.325,1.0,v1.0
R9192,MET-137,2026-01-20 11:00,6.28,,1.28,Sm3/h,C894,"12.9718,80.2591",Yes,,Email: user162@citygas.com flagged issue,25.8,101.325,0.99,v1.0
R9193,MET-108 ,2025-02-25 00:00,6.03,1978,7.406,sm^3/h,C735,"(13.1965, 80.3709)",No,,Contact: +91-7074980-74980 for followup,21.9,102.5,1.0,v1.0
R9194,MET-118,2026-02-09 09:00,2.78,"2,902",11.14,Scmh,C707,"13.0599,80.0796",False,SHUTDOWN,Customer called at +91-9847392-47392,21.2,101.325,1.002,v1.1
R9195,MET-156,2025-10-10 07:00,5.08,532,1.99,sm^3/h,C886,"13.2187,80.3986",N,,Reverse flow detected briefly.,24.4,101.0,1.0,v1.1
R9196,MET-114,2024-09-20 03:00,3.07,3518,12.41,Sm^3/h,c722,"12.9349,80.3762",no,,Calibration check passed.,18.1,101.325,1.0,v1.0
R9197,MET-136,21-03-2025 06:00,6.35,1114,4.15,Sm^3/h,C701,"13.1734,80.2475",nO,,Contact: +91-7027786-27786 for followup,20.6,102.5,0.998,v1.1
R9198,MET-107,2025-01-25 14:00,6.4,1852,6.79,SCM/H,c757,"12.8732,80.1064",false,SHUTDOWN,Night flow anomaly recorded.,19.3,101.325,1.0,v1.1
R9199,MET-122,2024-11-20 08:00,2.72,1023,4.06,scm/h,C829,"12.9058,80.2993",N,MAINT,"Leak near coords 13.0477,80.0696. Reported.",18.3,101.325,1.0,v1.0
R9200,MET-129,2025-03-14 02:00,3.71,1757,6.69,Scmh,C879,"23.9253,80.4049",FALSE,,Email: user793@citygas.com flagged issue,15.6,101.325,1.0,v1.0
R9201, MET-126 ,2024/07/04 04:00,,"4,344",17.16,scm/h,C750,"13.1641,80.1801",yes,SHUTDOWN,,17.6,99.5,1.0,v1.1
R9202, MET-133 ,2025-06-25 23:00,5.36,557,2.14,Sm3/h,C814,"12.876,80.3543",FALSE,,Read manually. Meter OK.,24.6,101.325,1.0,v1.0
R9203,MET-119,2024-02-07 11:00,4.24,383,,scmh,C723,"80.1934,13.0228",no,,Customer C835 complained about billing.,22.6,101.325,0.99,v1.0
R9204,MET-112 ,2024-01-12 13:00,3.51,2552,9.86,S m^3/h,C889," 13.238 , 80.1295 ",0,SHUTDOWN,Read manually. Meter OK.,25.2,101.325,1.0,v1.1
R9205,met-133,2025-05-25 22:00,5.03,2482,9.45,Sm3/h,C814,"12.876,80.3543",No,SHUTDOWN,Contact: +91-7056421-56421 for followup,16.8,99.5,1.0,v1.1
R9206,MET-116,2024-03-18 12:00,6.12,1693,6.62,SCM/H,C808,"12.9234,80.3416",False,,High consumption flagged for audit.,22.8,100.0,1.002,v1.0
R9207,MET-137,2024-09-16 07:00,4.04,1510,5.44,SCMH,C894,"12.9718,80.2591",FALSE,MAINT,High consumption flagged for audit.,23.3,99.5,0.995,v1.0
R9208, MET-148 ,2024-12-19,5.76,4629,18.0,m3/h,C723,"13.058,80.3522",False,SHUTDOWN,Maintenance done by technician ID T150.,21.3,101.0,1.0,v1.2
R9209, MET-155 ,09-06-2024 19:00,4.62,1349,5.12,SCMH,C711,"13.09,80.30",No,,Inspection done. No issues.,17.5,99.5,1.0,v1.1
R9210,MET-127,2026-02-16 10:00,6.52,1924,,Sm3/h,C883,"12.9299,80.3418",NO,MAINT,,25.1,101.325,0.995,v1.1
R9211,MET-137,2024-08-04 07:00,4.7,,6.29,m3/h,C894,"12.9718,80.2591",false,,Email: user792@citygas.com flagged issue,19.9,101.325,1.0,v1.2
R9212,MET149,2025-12-26 00:00,3.36,-83,0.317,Sm3/h,C797,"13.0687,80.1415",False,,Read manually. Meter OK.,19.7,103.0,0.99,v1.1
R9213,MET134,2025-04-06 06:00,4.45,,4.2,SCMH,C850,"13.2296,80.2745",False,,Maintenance done by technician ID T693.,15.2,101.325,1.0,v1.1
R9214,MET-133,2024-08-18 17:00,30.5,2962,11.34,scmh,C814,"12.876,80.3543",1,,Odorant alarm triggered. Cleared.,24.0,102.5,0.998,v1.1
R9215,MET-125,2024-06-17 17:00,4.96,3936,15.18,Sm^3/h,C843,"13.0324,80.1744",N,,,19.2,102.5,1.0,v1.0
R9216,MET-119,2024-06-04 15:00,6.03,1069,3.84,scm/h,C723,"13.0228,80.1934",0,,Night flow anomaly recorded.,22.1,101.325,0.99,v1.1
R9217,met-116,2024-01-04 17:00,2.56,2231,0.92,sm^3/h,C808,"12.9234,80.3416",FALSE,,Odorant alarm triggered. Cleared.,16.0,101.325,1.005,v1.0
R9218,met-130,2024-03-09 09:00,2.95 bar,407,1.606,SCMH,C839,12.8686,False,,Night flow anomaly recorded.,25.2,101.0,1.002,v1.2
R9219,MET-123,2025-08-20 15:00,6.8,599,2.37,SCM/H,C854,"12.9669,80.1824",False,,Pressure drop observed at peak hours.,14.1,101.325,1.005,v1.0
R9220,MET-108,2024-06-29 22:00,5.63,290,1.16,m3/h,C735,"13.1965,80.3709",No,,Email: user445@citygas.com flagged issue,14.9,101.325,1.002,v1.0
R9221,MET-157,2026/03/10 24:05,4.67,1049,3.72,S m^3/h,C817,"12.8854,80.3715",N,,Night flow anomaly recorded.,16.9,101.0,1.005,v1.0
R9222,MET-156,2025-04-06 21:00,4.84,1459,5.62,S m^3/h,C886 ,"13.2187,80.3986",no,,Maintenance done by technician ID T807.,15.1,102.5,1.0,v1.2
R9223,met-111,2025-11-21 06:00,6.32,1065,4.2,scm/h,c873,"12.8582,80.3589",FALSE,,,19.2,103.0,0.995,v1.0
R9224,met-137,2025-09-03 19:00,,1070,3.98,S m^3/h,C894,"12.9718,80.2591",FALSE,,"Leak near coords 13.1753,80.238. Reported.",20.0,101.325,1.0,v1.0
R9225,MET-157,2025-11-25 01:00,5.03,1390,5.34,m3/h,C817," 12.8854 , 80.3715 ",False,MAINT,Email: user835@citygas.com flagged issue,18.2,101.325,1.0,v1.0
R9226,MET-149 ,29-10-2024 18:00,2.51,2959,11.61,SCM/H,CID-797,"13.0687,80.1415",0,,Customer C795 complained about billing.,17.9,101.325,0.998,v1.1
R9227,MET113,2024-06-13 20:00,6.69,1659,5.97,sm^3/h,C839,"13.183,80.0522",no,MAINT,Pressure drop observed at peak hours.,16.2,103.0,1.0,v1.0
R9228,MET-133,2024-07-02 19:00,6.84,67,0.25,SCMH,CID-814,"12.876,80.3543",true,MAINT,High consumption flagged for audit.,25.1,101.325,1.0,v1.2
R9229,MET-139,2025-03-15 10:00,4.77,837,3.1,Scmh,C878,"13.1237,80.0602",no,,Calibration check passed.,20.6,101.325,1.0,v1.1
R9230,MET-156,2025-03-04 14:00,5.7,1183,4.52,SCMH,C886,"13.2187,80.3986",nO,,High consumption flagged for audit.,18.8,101.325,1.0,v1.0
R9231,MET-121,2024-06-06 13:00,5.92,1201,,Sm^3/h,c759,"80.3952,13.0947",false,MAINT,Pressure drop observed at peak hours.,20.9,103.0,1.0,v1.2
R9232,met-143,2024-03-18 06:00,3.4,1586,6.18,sm^3/h,CID-739,"12.8638,80.1757",0,,"Leak near coords 13.1364,80.4109. Reported.",16.4,101.325,1.0,v1.1
R9233,met-148,2026-02-06 03:00,6.39,4647,17.16,Scmh,C723 ,"13.058,80.3522",0,,High consumption flagged for audit.,22.7,102.5,0.99,v1.1
R9234,MET-113,2025-08-27 22:00,6.23,2645,10.2,Sm^3/h,C839,13.183,nO,MAINT,Customer C780 complained about billing.,22.9,102.5,0.995,v1.2
R9235,MET--133,2024-06-11 22:00,4.2,1805,6.56,m3/h,C814,"12.876,80.3543",NO,,Contact: +91-7071922-71922 for followup,24.7,100.0,1.002,v1.0
R9236,MET-141,2025-02-15 04:00,4.71,4741,17.9,SCM/H,CID-787,"(12.8988, 80.0626)",False,MAINT,Read manually. Meter OK.,14.3,99.5,1.0,v1.0
R9237,MET-114,2025-03-29 03:00,3.99,1200,8.84,scm/h,C722,"12.9349,80.3762",n,,"Leak near coords 13.0762,80.1322. Reported.",16.8,101.325,1.0,v1.0
R9238,MET-140,2024-11-28 21:00,6.82,2679,9.88,Scmh,C808,"13.0261,80.0932",No,,Odorant alarm triggered. Cleared.,16.7,101.325,1.0,v1.0
R9239,MET-158,19/09/2024,3.94,218,0.87,Sm^3/h,C837,"12.9284,80.1246",n,,Reverse flow detected briefly.,15.7,101.0,1.005,v1.1
R9240,met-157,17-08-2025 05:00,54.1,1974,6.96,S m^3/h,C817,"12.8854,80.3715",N,,Read manually. Meter OK.,24.9,101.325,1.0,v1.1
R9241,MET-127,2025-06-13 19:00,4.53,1706,6.34,Sm^3/h,C883,"12.9299,80.3418",Yes,,Inspection done. No issues.,19.0,102.5,0.995,v1.0
R9242,met-119,2025-02-15T10:00:00Z,5.23,626,2.44,Scmh,C723,"13.0228,80.1934",false,,Inspection done. No issues.,14.7,102.5,1.005,v1.2
R9236,MET-120,2025-05-24 10:00,6.81,95,0.36,m3/h,C755,"12.9665,80.0963",No,MAINT,"Leak near coords 13.1765,80.379. Reported.",18.7,101.325,1.002,v1.0
R9243,MET-155,2025-11-30 19:00,31.4,426,1.53,Scmh,C711,"13.0892,80.3034",no,,Email: user983@citygas.com flagged issue,17.8,101.325,0.998,v1.1
R9244,MET-119,2024-04-01,3.63,-454,1.76,sm^3/h,C723,"13.0228,80.1934",False,SHUTDOWN,Odorant alarm triggered. Cleared.,24.4,101.325,1.0,v1.0
R9245,met-120,2026-03-08 14:00,3.19,2371,8.72,m3/h,C755,"12.9665,80.0963",false,,Email: user577@citygas.com flagged issue,16.8,100.0,1.005,v1.1
R9246,MET-157,2025-10-17 07:00,4.58,784,3.05,Sm3/h,C817,"12.8854,80.3715",No,,Email: user477@citygas.com flagged issue,15.4,101.325,1.0,v1.0
R9247,MET-147,2024-04-12 22:00,6.51,2127,8.12,sm^3/h,C726,"80.2142,12.9747",nO,,"Leak near coords 13.1364,80.4109. Reported.",20.4,101.325,1.0,v1.1
R9248,met-126,2024-10-31 21:00,,4880,18.9,S m^3/h,C750,"13.1641,80.1801",FALSE,,Odorant alarm triggered. Cleared.,18.3,103.0,1.0,v1.0
R9249,MET-109,2025-09-01 05:00,3.22,1209,-4.82,m3/h,C888,"13.0904,80.0798",NO,,High consumption flagged for audit.,17.0,99.5,1.005,v1.0
R9250,MET-134,2025-05-08 05:00,4.25,3774,14.91,S m^3/h,C850,"13.2296,80.2745",True,,Inspection done. No issues.,21.6,99.5,0.995,v1.1
R9251,MET-124,2024-04-16 06:00,4.82,820,3.28,SCMH,C706,"(12.9965, 80.0754)",false,,Customer C803 complained about billing.,17.7,101.325,1.005,v1.1
R9252,MET-133,2025-01-18 09:00,3.45,815,2.91,S m^3/h,C814,"12.876,80.3543",No,,"Leak near coords 13.2095,80.2678. Reported.",15.6,101.325,1.002,v1.2
R9250,met-102,2024-11-28 16:00,2.69,2399,9.11,S m^3/h,C728,"13.2303,80.1585",n,,Contact: +91-7021652-21652 for followup,21.5,101.325,1.0,v1.0
R9253,MET-147,2025-01-22 00:00,6.76,937,3.49,Scmh,C726,"12.9747,80.2142",FALSE,SHUTDOWN,Odorant alarm triggered. Cleared.,16.7,101.325,1.0,v1.0
R9247,MET-122,2025-09-11 03:00,5.18,190,0.69,Scmh,C829," 12.9058 , 80.2993 ",No,MAINT,Calibration check passed.,14.9,101.325,1.0,v1.0
R9254,MET-131 ,2024/06/26 22:00,6.56,1154,4.53,SCM/H,C807,"13.093,80.0978",false,,High consumption flagged for audit.,23.4,100.0,1.0,v1.1
R9255,MET-159,2026-02-25 14:00,2.94,1146,4.15,S m^3/h,C731,"12.8681,80.407",No,,"Leak near coords 13.0698,80.2399. Reported.",21.8,101.0,1.0,v1.1
R9256,MET--125,2024-10-07 11:00,5.59,2637,9.76,SCM/H,C843,"13.0324,80.1744",false,MAINT,Reverse flow detected briefly.,18.0,99.5,1.0,v1.0
R9257,MET-151,2026-01-31 06:00,4.67,808,3.06,scm/h,C791,"13.2378,80.1659",0,MAINT,Pressure drop observed at peak hours.,18.2,101.325,0.99,v1.0
R9258,MET-111,2024-05-16T21:00:00Z,3.47,,3.39,SCMH,C873,"12.8582,80.3589",nO,,Contact: +91-7030601-30601 for followup,16.5,102.5,1.0,v1.0
R9259,MET-106,2024-03-28 11:00,3.68,809,2.855,SCMH,C762,"12.9124,80.2671",true,,"Leak near coords 13.2095,80.2678. Reported.",14.7,100.0,1.0,v1.1
R9260,MET-113,2025-12-08 10:00,3.79,187,0.73,Sm3/h,C839,"13.183,80.0522",no,MAINT,Read manually. Meter OK.,15.4,101.0,1.0,v1.2
R9261,MET-126,2025-07-07 13:00,5.14,4291,15.0,scm/h,C750,"13.16,80.18",No,,Read manually. Meter OK.,16.9,101.325,0.995,v1.1
R9262,Met-160,2025-07-05 12:00,5.09,584,2.09,S m^3/h,C796,"12.9801,80.2657",n,,Customer called at +91-9871936-71936,25.8,103.0,0.99,v1.0
R9263,MET-125,2026-02-07 21:00,4.68,2042,7.93,scm/h,C843,"(13.0324, 80.1744)",FALSE,,Maintenance done by technician ID T659.,20.1,99.5,0.99,v1.1
R9264,met-121,2025-07-17 02:00,6.8,-1107,4.17,sm^3/h,C759,"(13.0947, 80.3952)",0,,,16.6,101.325,1.0,v1.1
R9265,MET--137,2025-01-02 09:00,3.32,1578,6.07,S m^3/h,C894,"12.9718,80.2591",FALSE,MAINT,Read manually. Meter OK.,20.7,99.5,1.005,v1.0
R9266,MET-108,2024-04-17 03:00,5.54,2767,10.37,S m^3/h,C735,"13.1965,80.3709",y,MAINT,,18.9,101.325,1.0,v1.0
R9267,MET-149,2025-11-28 20:00,3.76,1869,7.25,SCMH,C797," 13.0687 , 80.1415 ",n,,Maintenance done by technician ID T684.,22.5,102.5,1.0,v1.1
R9268,MET -134,2025-09-20 03:00,3.92,118,0.41,S m^3/h,C850,13.2296,nO,,Calibration check passed.,20.8,100.0,1.0,v1.0
R9269,MET-128,2024-10-14 10:00,4.39,1590,5.86,scm/h,C866,"13.0557,80.305",0,MAINT,Inspection done. No issues.,22.1,101.325,0.99,v1.0
R9270,MET-113,2024-07-18 03:00,6.1,662,2.47,Sm3/h,C839,"13.183,80.0522",true,,Pressure drop observed at peak hours.,22.0,101.325,1.005,v1.1
R9271,met-104,2025-06-27 22:00,2.95,384,1.35,Sm3/h,C889,"13.0895,80.1927",FALSE,MAINT,Email: user567@citygas.com flagged issue,24.8,101.325,0.998,v1.1
R9272,MET-123,2024-09-28 15:00,5.1,1380,5.28,Sm3/h,C854,"12.9669,80.1824",0,,Odorant alarm triggered. Cleared.,14.5,99.5,0.998,v1.0
R9273,met-156,2024-08-16T19:00:00Z,5.38,740,2.75,Sm3/h,C886,"13.2187,80.3986",false,,High consumption flagged for audit.,21.3,102.5,1.0,v1.1
R9274, MET-157 ,2026/03/10 24:05,6.01,1972,7.25,Sm^3/h,C817,"12.8854,80.3715",FALSE,,Read manually. Meter OK.,14.3,101.325,0.995,v1.1
R9275,MET-107,28-03-2024 02:00,6.72,1019000,3.85,SCM/H,C757,"12.8732,80.1064",true,,Email: user418@citygas.com flagged issue,19.6,101.325,0.995,v1.0
R9276,MET-119,2025-08-28 01:00,5.32,318,1.2,Sm3/h,C723,"80.1934,13.0228",N,,Customer C808 complained about billing.,15.4,101.325,1.0,v1.0
R9277,MET-145,2026-01-06 07:00,3.3,1273,4.75,Sm^3/h,C895,"12.9535,80.413",nO,,Customer C886 complained about billing.,20.3,103.0,1.0,v1.1
R9278,MET-117,2026/03/10 24:05,3.87,50,0.19,scmh,C708,"12.9717,80.3585",NO,,,17.6,103.0,1.0,v1.0
R9279,MET--139,2024-11-11 16:00,6.09,1172,4.32,Sm^3/h,C878,"13.1237,80.0602",n,,Customer called at +91-9857835-57835,23.2,102.5,0.998,v1.0
R9280,Met-149,2025-01-06 04:00,3.78,4407,17.24,scm/h,C797,"80.1415,13.0687",No,MAINT,Customer C799 complained about billing.,23.4,100.0,1.002,v1.1
R9281,MET--135,2024-01-31T05:00:00Z,3.34,468,1.7,sm^3/h,C771,"13.2363,80.3584",FALSE,,Night flow anomaly recorded.,23.1,101.0,0.998,v1.0
R9282,met-151,2024-02-13 07:00,3.99,1777,6.9,scmh,C791,"13.2378,80.1659",0,,Read manually. Meter OK.,24.6,101.325,1.0,v1.2
R9283,MET-116,2025-06-09 09:00,5.97,957,3.46,Sm3/h,C808,"80.3416,12.9234",no,MAINT,Maintenance done by technician ID T892.,24.1,101.325,0.99,v1.0
R9284,MET-147,2024-02-27 14:00,5.85,1200,8.65,m3/h,c726,"12.9747,80.2142",0,,Pressure drop observed at peak hours.,25.6,101.325,0.995,v1.0
R9285,MET138,2024-06-12 08:00,4.28,1045,3.65,m3/h,C740,"12.8891,80.221",TRUE,MAINT,Customer called at +91-9883006-83006,21.6,101.325,1.0,v1.0
R9286,met-141,2024-03-22 23:00,2.77,1310,5.05,scm/h,c787,"12.8988,80.0626",NO,,,24.7,101.325,1.0,v1.0
R9287,MET-147,2024-07-02 22:00,3.63,211,0.79,S m^3/h,C726,"12.9747,80.2142",0,,Contact: +91-7083061-83061 for followup,21.3,101.325,1.0,v1.2
R9281,MET-105,2025-12-26 04:00,3.2,655,2.57,m3/h,C770,"12.9124,80.1624",FALSE,,Maintenance done by technician ID T907.,21.3,101.325,1.0,v1.1
R9288,MET-135,2025-06-13 01:00,3.35,2848,10.676,SCMH,C771,"13.2363,80.3584",nO,,Reverse flow detected briefly.,18.0,101.325,1.002,v1.0
R9289,MET-107,2025-10-24 16:00,3.36,115,0.436,scm/h,C757,"12.8732,80.1064",FALSE,SHUTDOWN,Read manually. Meter OK.,14.2,101.325,1.0,v1.1
R9290,MET-154,2024/04/19 04:00,4.61,1358,4.78,Sm3/h,c767,"(13.2079, 80.3732)",false,SHUTDOWN,Calibration check passed.,19.0,101.325,1.005,v1.0
R9291,MET-134,2024-05-12 14:00,2.96,1942,7.32,S m^3/h,C850,"13.2296,80.2745",n,,Email: user835@citygas.com flagged issue,16.8,101.325,0.99,v1.0
R9292,MET143,2025-08-06 02:00,6.47,391,1.53,m3/h,C739,"12.8638,80.1757",n,,Pressure drop observed at peak hours.,19.9,102.5,0.995,v1.0
R9293,MET-141,2025-08-10 21:00,6.22,2699,10.28,scmh,C787,"12.8988,80.0626",no,,Calibration check passed.,15.2,102.5,0.99,v1.1
R9294,met-139,2024-01-23 06:00,4.83,1873,6.83,Scmh,C878,"13.1237,80.0602",no,,Reverse flow detected briefly.,15.3,101.0,1.002,v1.2
R9295,MET--110,2024-05-08 17:00,2.67,778,2.78,Sm^3/h,C726,"13.1332,80.4448",nO,MAINT,Customer C738 complained about billing.,16.4,103.0,1.0,v1.0
R9289,met-112,2025/10/28 15:00,6.22,4770,18.69,SCM/H,C889," 13.238 , 80.1295 ",0,,Read manually. Meter OK.,21.4,101.325,0.998,v1.0
R9296,MET-150,2024-11-05 13:00,5.86,2517,10.01,SCMH,C724 ,"12.9239,80.0808",false,SHUTDOWN,Reverse flow detected briefly.,19.0,101.325,1.005,v1.0
R9297,MET126,2025-08-31 09:00,5.89,4762,17.87,Sm3/h,c750,"13.1641,80.1801",0,,Night flow anomaly recorded.,19.7,101.325,1.0,v1.0
R9298,MET-150,2024-06-27 00:00,5.93,-2019,7.63,m3/h,C724,"12.9239,80.0808",nO,,Calibration check passed.,19.6,99.5,0.995,v1.0
R9299,MET108,2025-07-18 16:00,4.41,1476,5.29,sm^3/h,C735 ,"13.1965,80.3709",N,,,20.5,101.325,1.0,v1.2
R9300,MET-113,2025-05-25 09:00,,401,1.42,sm^3/h,C839,"13.183,80.0522",YEs,,Contact: +91-7036384-36384 for followup,19.5,103.0,1.005,v1.0
R9301,MET-148,2026-01-04 13:00,3.45,4526,17.03,Scmh,C723 ,13.058,FALSE,,Calibration check passed.,22.2,101.325,0.99,v1.0
R9302,MET-119,2024-10-01 00:00,6.05,1315,4.77,Sm3/h,C723,"13.0228,80.1934",N,,Night flow anomaly recorded.,15.9,102.5,1.01,v1.1
R9303, MET-115 ,2025-06-03 18:00,4.79,2956,,scm/h,C851,"12.9227,80.3327",nO,,Pressure drop observed at peak hours.,23.0,101.325,1.01,v1.0
R9304,MET-132,2025-06-21 02:00,5.85,87,0.32,scmh,C756,"12.9182,80.3353",0,,,25.4,101.325,1.002,v1.0
R9305,MET-115,2024-07-26 03:00,4.04,1659,6.36,SCM/H,C851,"12.9227,80.3327",false,,Pressure drop observed at peak hours.,21.3,99.5,0.995,v1.0
R9306,Met-122,2025-09-05 06:00,4.94,473,1.81,SCMH,C829,"12.9058,80.2993",no,,Calibration check passed.,21.8,102.5,0.99,v1.0
R9307,MET111,2026/03/10 24:05,2.81,1141,4.55,Sm3/h,C873,"12.8582,80.3589",False,,Contact: +91-7045511-45511 for followup,19.5,101.0,1.0,v1.2
