Reading_ID,Meter_ID,TS,Pressure,Flow,Energy,Unit,Customer_ID,Leak_Flag,Maintenance_Flag,Notes_Comments,Base_Temp_C,Base_Pressure_kPa,Cal_Coefficient,Cal_Version,Latitude,Longitude,Flow_Outlier,Pressure_Outlier,Customer_Type,Join_Date,Is_Active,NTP_Offset_Sec,Asset_Valid,Negative_Flow,Negative_Energy,Direction_Flag,Flow_calibrated,Energy_calibrated,Is_Billable,Flow_std,Flow_same,Pressure_same,Energy_same,Sensor_Stuck,Sensor_Reliable,Meter_Capacity_SCMH,Capacity_Exceeded,Reading_Plausible,Pressure_Direction_Flag,Pressure_Imputed,DMA_Zone,Cal_Verified,Pressure_Violation,Month,Hour,Date,Season,Zone,CustomerType_Code,Season_Code,Zone_Code,Hour_bucket,Pressure_Drop,Flow_Change,Pressure_Drop_Flag,Leak_Alarm,Flow_Anomaly_Int,Leak_Propensity_Score,High_Leak_Risk,Energy_MMBtu,Peak_Window,Read_Success,Estimated_Read,Night_Flow_Anomaly,Reverse_Flow_Flag,Flow_Anomaly_Flag,outage_flag,prev_flag,event_type,Outage_Type,AMI_Reading,Billed_Reading,Billing_Gap,Billing_Discrepancy,Flow_Predicted,Segment,Pipe_Material,Time_Since_Last_Read_Hr,Read_SLA_Breach,Repair_SLA_Breach,CO2_kg,CO2_Tonnes
R9905,MET-101,2024-11-23 01:00:00,2.8,603.0,2.41,SCMH,C863,No,NORMAL,Customer C721 complained about billing.,23.6,101.325,1.0,v1.1,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,False,Forward,603.0,2.41,True,585.525,False,False,False,False,True,500,True,False,Forward,False,DMA-A,False,False,11,1,2024-11-23,PostMonsoon,Zone_B,2,3,1,2024-11-23 01:00:00,-2.01,-635.472,True,0,0,0.5,True,21.7183,False,True,False,True,False,True,1,1.0,,Pressure Drop,2.41,2.343,0.067,False,698.26,Low_Consumption,MDPE,167.0,True,False,1152.59,1.15259
R12102,MET-101,2024-11-26 03:00:00,4.95,926.0,3.4,SCMH,C863,Unknown,NORMAL,Calibration check passed.,20.4,101.325,1.005,v1.1,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,False,Forward,930.63,3.417,True,913.511,False,False,False,False,True,500,True,False,Forward,False,DMA-A,True,False,11,3,2024-11-26,PostMonsoon,Zone_B,2,3,1,2024-11-26 03:00:00,2.1500000000000004,327.63,False,0,0,0.0,False,33.5185,False,True,False,True,False,True,1,1.0,,Pressure Drop,3.417,3.267,0.15,False,960.22,Low_Consumption,MDPE,74.0,True,False,1778.827,1.778827
R10305,MET-101,2024-12-24 02:00:00,6.63,751.0,3.4,SCMH,C863,Yes,MAINTENANCE,Contact: [MISC. PHONE REDACTED] for followup,14.5,103.0,0.998,v1.1,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,False,Forward,749.498,3.393,False,763.212,False,False,True,False,True,500,True,False,Forward,False,DMA-A,True,False,12,2,2024-12-24,Winter,Zone_B,2,0,1,2024-12-24 02:00:00,1.6799999999999997,-181.13199999999995,False,1,0,0.2,False,26.9947,False,False,True,True,False,True,1,1.0,,Leak Shutdown,3.393,3.307,0.086,False,908.87,Low_Consumption,MDPE,671.0,True,True,1432.609,1.432609
R13633,MET-101,2025-01-09 12:00:00,4.72,1433.0,5.51,SCMH,C863,Unknown,NORMAL,Customer called at [MISC. PHONE REDACTED],15.5,101.325,1.01,v1.2,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,False,Forward,1447.33,5.565,True,1444.823,False,False,False,False,True,500,True,False,Forward,False,DMA-A,True,False,1,12,2025-01-09,Winter,Zone_B,2,0,1,2025-01-09 12:00:00,-1.9100000000000001,697.8319999999999,True,0,0,0.5,True,52.1286,False,True,False,False,False,False,1,1.0,,Pressure Drop,5.565,5.296,0.269,False,1425.04,Low_Consumption,MDPE,394.0,True,False,2766.465,2.766465
R13833,MET-101,2025-01-17 23:02:00,6.84,1433.0,1.31,SCMH,C863,No,NORMAL,Customer called at [MISC. PHONE REDACTED],15.1,99.5,1.0,v1.1,12.9998,80.2055,False,False,industrial,2024-01-01,False,120,True,False,False,Forward,1433.0,1.31,True,1406.702,True,False,False,False,True,500,True,False,Forward,False,DMA-A,False,False,1,23,2025-01-17,Winter,Zone_B,2,0,1,2025-01-17 23:00:00,2.12,-14.329999999999927,False,0,0,0.0,False,51.6124,False,True,False,False,False,False,0,1.0,OUTAGE_END,Unknown,1.31,1.304,0.006,False,927.87,Low_Consumption,MDPE,203.03333333333333,True,False,2739.07,2.73907
R12492,MET-101,2025-01-25 05:00:00,3.94,1021.0,4.03,SCMH,C863,No,NORMAL,Odorant alarm triggered. Cleared.,20.4,101.325,1.0,v1.0,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,False,Forward,1021.0,4.03,True,1002.218,False,False,False,False,True,500,True,False,Forward,False,DMA-A,False,False,1,5,2025-01-25,Winter,Zone_B,2,0,1,2025-01-25 05:00:00,-2.9,-412.0,True,0,0,0.5,True,36.7734,False,True,False,True,False,True,1,0.0,OUTAGE_START,Pressure Drop,4.03,3.881,0.149,False,1053.91,Low_Consumption,MDPE,173.96666666666667,True,False,1951.564,1.951564
R11111,MET-101,2025-02-03 16:00:00,2.68,1336.0,5.07,SCMH,C863,Unknown,SHUTDOWN,Email: [EMAIL REDACTED] flagged issue,15.0,102.5,1.0,v1.0,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,False,Forward,1336.0,5.07,False,1351.493,False,False,False,False,True,500,True,False,Forward,False,DMA-A,False,False,2,16,2025-02-03,Winter,Zone_B,2,0,1,2025-02-03 16:00:00,-1.2599999999999998,315.0,True,0,0,0.5,True,48.1188,False,False,True,False,False,False,1,1.0,,Scheduled Maintenance,5.07,4.984,0.086,False,1334.28,Low_Consumption,MDPE,227.0,True,True,2553.665,2.553665
R11122,MET-101,2025-02-09 02:00:00,3.92,1172.0,4.45,SCMH,C863,Unknown,MAINTENANCE,Read manually. Meter OK.,22.5,101.325,1.002,v1.1,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,False,Forward,1174.344,4.459,False,1144.553,False,False,False,False,True,500,True,False,Forward,False,DMA-A,True,False,2,2,2025-02-09,Winter,Zone_B,2,0,1,2025-02-09 02:00:00,1.2399999999999998,-161.65599999999995,False,0,0,0.0,False,42.2964,False,False,True,True,False,True,1,1.0,,Scheduled Maintenance,4.459,4.306,0.153,False,1196.1,Low_Consumption,MDPE,130.0,True,True,2244.67,2.24467
R10946,MET-101,2025-02-24 06:00:00,3.77,457000.0,1.69,SCMH,C863,No,MAINTENANCE,"Leak near coords 12.944,80.1153. Reported.",22.2,101.325,1.0,v1.1,12.9998,80.2055,True,False,industrial,2024-01-01,False,0,True,False,False,Forward,457000.0,1.69,False,445859.319,False,False,False,False,True,500,True,False,Forward,False,DMA-A,False,False,2,6,2025-02-24,Winter,Zone_B,2,0,1,2025-02-24 06:00:00,-0.1499999999999999,455825.656,False,0,1,0.3,False,16459.7898,False,False,True,False,False,False,1,1.0,,Scheduled Maintenance,1.69,1.649,0.041,False,489.52,Low_Consumption,MDPE,364.0,True,True,873521.045,873.521045
R12971,MET-101,2025-02-27 15:00:00,3.25,1445.0,5.54,SCMH,C863,No,NORMAL,Maintenance done by technician ID [TECH-ID REDACTED].,19.1,101.325,0.998,v1.0,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,False,Forward,1442.11,5.529,True,1421.879,False,False,False,False,True,500,True,False,Forward,False,DMA-A,True,False,2,15,2025-02-27,Winter,Zone_B,2,0,1,2025-02-27 15:00:00,-0.52,-455557.89,True,0,0,0.5,True,51.9405,False,True,False,False,False,False,1,1.0,,Pressure Drop,5.529,5.404,0.125,False,1447.58,Low_Consumption,MDPE,81.0,True,False,2756.482,2.756482
R10279,MET-101,2025-03-05 02:00:00,3.36,1393.0,5.4,SCMH,C863,Unknown,MAINTENANCE,High consumption flagged for audit.,16.8,103.0,1.0,v1.0,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,False,Forward,1393.0,5.4,False,1407.237,False,False,False,False,True,500,True,False,Forward,False,DMA-A,False,False,3,2,2025-03-05,Summer,Zone_B,2,1,1,2025-03-05 02:00:00,0.10999999999999988,-49.1099999999999,False,0,0,0.0,False,50.1717,False,False,True,True,False,True,1,1.0,,Scheduled Maintenance,5.4,5.18,0.22,False,1399.53,Low_Consumption,MDPE,131.0,True,True,2662.612,2.662612
R14261,MET-101,2025-03-06 01:55:00,6.29,983.0,3.93,SCMH,C863,No,NORMAL,Pressure drop observed at peak hours.,20.7,99.5,1.002,v1.0,12.9998,80.2055,False,False,industrial,2024-01-01,False,-300,True,False,False,Forward,984.966,3.938,True,948.464,False,False,False,False,True,500,True,False,Forward,False,DMA-A,True,False,3,1,2025-03-06,Summer,Zone_B,2,1,1,2025-03-06 01:00:00,2.93,-408.034,False,0,0,0.0,False,35.4756,False,True,False,True,False,True,0,1.0,OUTAGE_END,Unknown,3.938,3.932,0.006,False,1038.01,Low_Consumption,MDPE,23.916666666666668,True,False,1882.69,1.88269
R13353,MET-101,2025-03-06 04:59:30,6.74,1344.0,5.21,SCMH,C863,Unknown,NORMAL,Odorant alarm triggered. Cleared.,16.0,100.0,0.99,v1.2,12.9998,80.2055,False,False,industrial,2024-01-01,False,-30,True,False,False,Forward,1330.56,5.158,True,1308.619,False,False,False,False,True,500,True,False,Forward,False,DMA-A,True,False,3,4,2025-03-06,Summer,Zone_B,2,1,1,2025-03-06 04:00:00,0.4500000000000002,345.59399999999994,False,0,0,0.0,False,47.9228,False,True,False,True,False,True,0,0.0,,Unknown,5.158,5.1,0.058,False,1443.53,Low_Consumption,MDPE,3.075,True,False,2543.263,2.543263
R11743,MET-101,2025-03-07 10:58:00,6.01,1204.0,4.5,SCMH,C863,No,NORMAL,Maintenance done by technician ID [TECH-ID REDACTED].,15.2,102.5,1.0,v1.0,12.9998,80.2055,False,False,industrial,2024-01-01,False,-120,True,False,False,Forward,1204.0,4.5,True,1217.117,False,False,False,False,True,500,True,False,Forward,False,DMA-A,False,False,3,10,2025-03-07,Summer,Zone_B,2,1,1,2025-03-07 10:00:00,-0.7300000000000004,-126.55999999999995,True,0,0,0.5,True,43.3645,False,True,False,False,False,False,0,0.0,,Unknown,4.5,4.486,0.014,False,1189.65,Low_Consumption,MDPE,29.975,True,False,2301.354,2.301354
R11372,MET-101,2025-03-12 11:02:00,3.79,282.0,1.05,SCMH,C863,No,NORMAL,"Leak near coords 13.1802,80.4406. Reported.",23.5,101.325,1.0,v1.0,12.9998,80.2055,False,True,industrial,2024-01-01,False,120,True,False,False,Forward,282.0,1.05,True,273.92,False,False,False,False,True,500,False,True,Reverse,False,DMA-A,False,False,3,11,2025-03-12,Summer,Zone_B,2,1,1,2025-03-12 11:00:00,-2.2199999999999998,-922.0,True,0,0,0.5,True,10.1568,False,True,False,False,False,False,1,0.0,OUTAGE_START,Pressure Drop,1.05,1.044,0.006,False,319.15,Low_Consumption,MDPE,120.06666666666666,True,False,539.021,0.539021
R11571,MET-101,2025-03-15 14:00:00,3.42,656.0,2.35,SCMH,C863,No,NORMAL,Reverse flow detected briefly.,23.8,101.325,1.0,v1.1,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,True,Forward,656.0,2.35,True,636.56,False,False,False,False,True,500,True,False,Forward,False,DMA-A,False,False,3,14,2025-03-15,Summer,Zone_B,2,1,1,2025-03-15 14:00:00,-0.3700000000000001,374.0,True,0,0,0.5,True,23.6272,False,True,False,False,False,False,1,1.0,,Pressure Drop,2.35,2.303,0.047,False,836.58,Low_Consumption,MDPE,74.96666666666667,True,False,1253.896,1.253896
R11329,MET-101,2025-03-16 20:58:00,6.35,459.0,1.74,SCMH,C863,Unknown,SHUTDOWN,Contact: [MISC. PHONE REDACTED] for followup,17.5,103.0,1.0,v1.2,12.9998,80.2055,False,False,industrial,2024-01-01,False,-120,True,False,False,Forward,459.0,1.74,False,462.574,False,False,False,False,True,500,False,True,Forward,False,DMA-A,False,False,3,20,2025-03-16,Summer,Zone_B,2,1,1,2025-03-16 20:00:00,2.9299999999999997,-197.0,False,0,0,0.0,False,16.5318,False,False,True,False,False,False,1,1.0,,Scheduled Maintenance,1.74,1.733,0.007,False,475.72,Low_Consumption,MDPE,30.966666666666665,True,True,877.343,0.877343
R15074,MET-101,2025-03-19 21:00:00,6.35,374.0,1.43,SCMH,C863,Unknown,NORMAL,Inspection done. No issues.,23.3,103.0,1.0,v1.0,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,False,Forward,374.0,1.43,True,369.538,False,True,False,False,True,500,False,True,Forward,False,DMA-A,False,False,3,21,2025-03-19,Summer,Zone_B,2,1,1,2025-03-19 21:00:00,0.0,-85.0,False,0,0,0.0,False,13.4704,False,True,False,False,False,False,0,1.0,OUTAGE_END,Unknown,1.43,1.365,0.065,False,406.39,Low_Consumption,MDPE,72.03333333333333,True,False,714.874,0.714874
R9717,MET-101,2025-04-13 05:00:00,4.03,374.0,2.98,SCMH,C863,No,SHUTDOWN,Calibration check passed.,20.1,101.325,1.0,v1.1,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,False,Forward,374.0,2.98,False,367.496,True,False,False,False,True,500,False,True,Forward,False,DMA-A,False,False,4,5,2025-04-13,Summer,Zone_B,2,1,1,2025-04-13 05:00:00,-2.3199999999999994,0.0,True,0,0,0.5,True,13.4704,False,False,True,True,False,True,1,0.0,OUTAGE_START,Scheduled Maintenance,2.98,2.86,0.12,False,702.66,Low_Consumption,MDPE,584.0,True,True,714.874,0.714874
R10351,MET-101,2025-04-15 02:00:00,4.06,211.0,0.82,SCMH,C863,No,MAINTENANCE,Read manually. Meter OK.,22.2,101.325,1.0,v1.0,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,False,Forward,211.0,0.82,False,205.856,False,False,False,False,True,500,False,True,Forward,False,DMA-A,False,False,4,2,2025-04-15,Summer,Zone_B,2,1,1,2025-04-15 02:00:00,0.02999999999999936,-163.0,False,0,0,0.0,False,7.5996,False,False,True,True,False,True,1,1.0,,Scheduled Maintenance,0.82,0.781,0.039,False,328.41,Low_Consumption,MDPE,45.0,True,True,403.311,0.403311
R11250,MET-101,2025-04-23 01:00:00,3.82,1402.0,5.29,SCMH,C863,No,NORMAL,High consumption flagged for audit.,18.4,101.325,0.995,v1.1,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,False,Forward,1394.99,5.264,True,1378.722,False,False,False,False,True,500,True,False,Forward,False,DMA-A,True,False,4,1,2025-04-23,Summer,Zone_B,2,1,1,2025-04-23 01:00:00,-0.23999999999999977,1183.99,False,0,0,0.0,False,50.2434,False,True,False,True,False,True,1,1.0,,Pressure Drop,5.264,5.086,0.178,False,1370.82,Low_Consumption,MDPE,191.0,True,False,2666.417,2.666417
R9477,MET-101,2025-05-10 08:00:00,2.54,782.0,2.74,SCMH,C863,No,NORMAL,Reverse flow detected briefly.,22.6,100.0,1.002,v1.0,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,False,Forward,783.564,2.745,True,753.445,False,False,False,False,True,500,True,False,Forward,False,DMA-A,True,False,5,8,2025-05-10,Summer,Zone_B,2,1,1,2025-05-10 08:00:00,-1.2799999999999998,-611.426,True,0,0,0.5,True,28.2217,False,True,False,False,False,False,1,1.0,,Pressure Drop,2.745,2.661,0.084,False,762.05,Low_Consumption,MDPE,415.0,True,False,1497.726,1.497726
R13178,MET-101,2025-05-11 12:00:00,3.5,1067.0,4.19,SCMH,C863,No,SHUTDOWN,,21.6,101.325,1.0,v1.1,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,False,Forward,1067.0,4.19,False,1043.108,False,False,False,False,True,500,True,False,Forward,False,DMA-A,False,False,5,12,2025-05-11,Summer,Zone_B,2,1,1,2025-05-11 12:00:00,0.96,283.43600000000004,False,0,0,0.0,False,38.4302,False,False,True,False,False,False,1,1.0,,Scheduled Maintenance,4.19,4.037,0.153,False,1094.64,Low_Consumption,MDPE,28.0,True,True,2039.491,2.039491
R11315,MET-101,2025-05-12 05:01:00,6.84,370.0,1.41,SCMH,C863,No,NORMAL,Calibration check passed.,14.3,103.0,0.998,v1.0,12.9998,80.2055,False,False,industrial,2024-01-01,False,60,True,False,False,Forward,369.26,1.407,True,376.278,False,False,False,False,True,500,False,True,Forward,False,DMA-A,True,False,5,5,2025-05-12,Summer,Zone_B,2,1,1,2025-05-12 05:00:00,3.34,-697.74,False,0,0,0.0,False,13.2997,False,True,False,True,False,True,0,1.0,OUTAGE_END,Unknown,1.407,1.395,0.012,False,451.36,Low_Consumption,MDPE,17.016666666666666,True,False,705.815,0.705815
R10371,MET-101,2025-05-25 23:00:00,5.59,150.0,0.58,SCMH,C863,No,MAINTENANCE,Customer called at [MISC. PHONE REDACTED],14.9,100.0,1.0,v1.1,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,False,Forward,150.0,0.58,False,148.09,False,False,False,False,True,500,False,True,Forward,False,DMA-A,False,False,5,23,2025-05-25,Summer,Zone_B,2,1,1,2025-05-25 23:00:00,-1.25,-219.26,True,0,0,0.5,True,5.4026,False,False,True,False,False,False,1,0.0,OUTAGE_START,Scheduled Maintenance,0.58,0.561,0.019,False,183.48,Low_Consumption,MDPE,329.98333333333335,True,True,286.716,0.286716
R10956,MET-101,2025-05-26 10:00:00,3.53,492.0,1.77,SCMH,C863,No,MAINTENANCE,Inspection done. No issues.,18.2,102.5,1.0,v1.0,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,False,Forward,492.0,1.77,False,492.239,False,False,False,False,True,500,False,True,Forward,False,DMA-A,False,False,5,10,2025-05-26,Summer,Zone_B,2,1,1,2025-05-26 10:00:00,-2.06,342.0,True,0,0,0.5,True,17.7204,False,False,True,False,False,False,1,1.0,,Scheduled Maintenance,1.77,1.706,0.064,False,798.83,Low_Consumption,MDPE,11.0,True,True,940.422,0.940422
R12125,MET-101,2025-05-30 15:00:00,5.52,585.0,1.77,SCMH,C863,No,NORMAL,Calibration check passed.,18.8,102.5,1.0,v1.0,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,False,Forward,585.0,1.77,True,584.081,False,False,True,False,True,500,True,False,Forward,False,DMA-A,False,False,5,15,2025-05-30,Summer,Zone_B,2,1,1,2025-05-30 15:00:00,1.9899999999999998,93.0,False,0,0,0.0,False,21.07,False,True,False,False,False,False,0,1.0,OUTAGE_END,Unknown,1.77,1.73,0.04,False,645.08,Low_Consumption,MDPE,101.0,True,False,1118.185,1.118185
R10909,MET-101,2025-06-14 15:00:00,4.3,189.0,0.73,SCMH,C863,No,NORMAL,Customer called at [MISC. PHONE REDACTED],14.6,103.0,0.99,v1.1,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,False,Forward,187.11,0.723,True,190.468,False,False,False,False,True,500,False,True,Forward,False,DMA-A,True,False,6,15,2025-06-14,Monsoon,Zone_B,2,2,1,2025-06-14 15:00:00,-1.2199999999999998,-397.89,True,0,0,0.5,True,6.7391,False,True,False,False,False,False,1,0.0,OUTAGE_START,Pressure Drop,0.723,0.692,0.031,False,280.8,Low_Consumption,MDPE,360.0,True,False,357.644,0.357644
R13968,MET-101,2025-06-17 01:01:00,4.3,633.0,2.36,SCMH,C863,Unknown,NORMAL,"Leak near coords 13.185,80.3505. Reported.",22.4,101.325,1.0,v1.1,12.9998,80.2055,False,False,industrial,2024-01-01,False,60,True,False,False,Forward,633.0,2.36,True,617.151,False,False,False,False,True,500,True,False,Forward,True,DMA-A,False,False,6,1,2025-06-17,Monsoon,Zone_B,2,2,1,2025-06-17 01:00:00,0.0,445.89,False,0,0,0.0,False,22.7988,False,True,False,True,False,True,1,1.0,,Pressure Drop,2.36,2.337,0.023,False,671.65,Low_Consumption,MDPE,58.016666666666666,True,False,1209.932,1.209932
R15036,MET-101,2025-06-23 00:00:00,4.44,861.0,3.04,SCMH,C863,Unknown,NORMAL,Pressure drop observed at peak hours.,22.1,99.5,1.0,v1.1,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,False,Forward,861.0,3.04,True,825.16,False,False,False,False,True,500,True,False,Forward,False,DMA-A,False,False,6,0,2025-06-23,Monsoon,Zone_B,2,2,1,2025-06-23 00:00:00,0.14000000000000057,228.0,False,0,0,0.0,False,31.0107,False,True,False,True,False,True,1,1.0,,Pressure Drop,3.04,2.899,0.141,False,796.77,Low_Consumption,MDPE,142.98333333333332,True,False,1645.738,1.645738
R13282,MET-101,2025-06-29 19:10:00,3.97,1960.0,3.85,SCMH,C863,Unknown,NORMAL,Email: [EMAIL REDACTED] flagged issue,16.5,99.5,1.0,v1.0,12.9998,80.2055,False,False,industrial,2024-01-01,False,600,True,False,False,Forward,1960.0,3.85,True,1914.73,False,False,False,False,True,500,True,False,Forward,False,DMA-A,False,False,6,19,2025-06-29,Monsoon,Zone_B,2,2,1,2025-06-29 19:00:00,-0.4700000000000002,1099.0,True,0,0,0.5,True,70.5934,False,True,False,False,False,False,1,1.0,,Pressure Drop,3.85,3.847,0.003,False,1345.81,Low_Consumption,MDPE,163.16666666666666,True,False,3746.392,3.746392
R14876,MET-101,2025-07-16 05:59:30,5.15,849.0,3.04,SCMH,C863,Unknown,NORMAL,Customer C845 complained about billing.,20.0,101.325,1.002,v1.0,12.9998,80.2055,False,False,industrial,2024-01-01,False,-30,True,False,False,Forward,850.698,3.046,True,836.188,False,False,False,False,True,500,True,False,Forward,False,DMA-A,True,False,7,5,2025-07-16,Monsoon,Zone_B,2,2,1,2025-07-16 05:00:00,1.1800000000000002,-1109.3020000000001,False,0,0,0.0,False,30.6396,False,True,False,True,False,True,0,1.0,OUTAGE_END,Unknown,3.046,3.011,0.035,False,705.3,Low_Consumption,MDPE,394.825,True,False,1626.044,1.626044
R13990,MET-101,2025-07-26 12:00:00,5.03,152.0,0.56,SCMH,C863,No,NORMAL,Customer C752 complained about billing.,25.1,101.325,0.995,v1.0,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,False,Forward,151.24,0.557,True,146.118,False,False,False,False,True,500,False,True,Forward,False,DMA-A,True,False,7,12,2025-07-26,Monsoon,Zone_B,2,2,1,2025-07-26 12:00:00,-0.1200000000000001,-699.458,False,0,0,0.0,False,5.4472,False,True,False,False,False,False,0,0.0,,Unknown,0.557,0.535,0.022,False,191.67,Low_Consumption,MDPE,246.00833333333333,True,False,289.083,0.289083
R10951,MET-101,2025-08-01 21:00:00,4.79,882.0,3.31,SCMH,C863,No,NORMAL,Contact: [MISC. PHONE REDACTED] for followup,25.5,101.325,1.005,v1.1,12.9998,80.2055,False,False,industrial,2024-01-01,False,0,True,False,False,Forward,886.41,3.327,True,855.245,False,False,False,False,True,500,True,False,Forward,False,DMA-A,True,False,8,21,2025-08-01,Monsoon,Zone_B,2,2,1,2025-08-01 21:00:00,-0.2400000000000002,735.17,False,0,0,0.0,False,31.9259,False,True,False,False,False,False,1,0.0,OUTAGE_START,Pressure Drop,3.327,3.162,0.165,False,886.73,Low_Consumption,MDPE,153.0,True,False,1694.308,1.694308
R13100,MET-101,2025-08-03 03:01:00,6.73,233.0,0.82,SCMH,C863,Yes,NORMAL,Pressure drop observed at peak hours.,23.9,99.5,1.002,v1.1,12.9998,80.2055,False,False,industrial,2024-01-01,False,60,True,False,False,Forward,233.466,0.822,True,222.392,False,False,False,False,True,500,False,True,Forward,False,DMA-A,True,False,8,3,2025-08-03,Monsoon,Zone_B,2,2,1,2025-08-03 03:00:00,1.9400000000000004,-652.944,False,1,0,0.2,False,8.4088,False,True,False,True,False,True,1,1.0,,Leak Shutdown,0.822,0.814,0.008,False,294.08,Low_Consumption,MDPE,30.016666666666666,True,False,446.255,0.446255
R9366,MET-101,2025-08-07 12:00:30,5.81,233.0,2.01,SCMH,C863,No,MAINTENANCE,Customer C835 complained about billing.,25.7,101.325,1.0,v1.0,12.9998,80.2055,False,False,industrial,2024-01-01,False,30,True,False,False,Forward,233.0,2.01,False,224.658,True,False,False,False,True,500,False,True,Forward,False,DMA-A,False,False,8,12,2025-08-07,Monsoon,Zone_B,2,2,1,2025-08-07 12:00:00,-0.9200000000000008,-0.4660000000000082,True,0,0,0.5,True,8.392,False,False,True,False,False,False,1,1.0,,Scheduled Maintenance,2.01,1.981,0.029,False,485.58,Low_Consumption,MDPE,104.99166666666666,True,True,445.363,0.445363
R11124,MET-101,2025-08-11 15:00:30,2.85,1483.0,5.6,SCMH,C863,No,NORMAL,Odorant alarm triggered. Cleared.,17.9,101.325,1.0,v1.2,12.9998,80.2055,False,False,industrial,2024-01-01,False,30,True,False,False,Forward,1483.0,5.6,True,1468.224,False,False,False,False,True,500,True,False,Forward,False,DMA-A,False,False,8,15,2025-08-11,Monsoon,Zone_B,2,2,1,2025-08-11 15:00:00,-2.9599999999999995,1250.0,True,0,0,0.5,True,53.4133,False,True,False,False,False,False,1,1.0,,Pressure Drop,5.6,5.524,0.076,False,1428.07,Low_Consumption,MDPE,99.0,True,False,2834.644,2.834644
R12098,MET-101,2025-08-11 22:59:30,62.0,477.0,1.77,SCMH,C863,Unknown,NORMAL,Reverse flow detected briefly.,19.3,99.5,1.0,v1.0,12.9998,80.2055,False,True,industrial,2024-01-01,False,-30,True,False,False,Forward,477.0,1.77,True,461.521,False,False,False,False,True,500,False,True,Forward,False,DMA-A,False,False,8,22,2025-08-11,Monsoon,Zone_B,2,2,1,2025-08-11 22:00:00,59.15,-1006.0,False,0,0,0.0,False,17.1801,False,True,False,False,False,False,0,1.0,OUTAGE_END,Unknown,1.77,1.75,0.02,False,679.44,Low_Consumption,MDPE,7.983333333333333,True,False,911.748,0.911748
