Reading_ID,Meter_ID,TS,Pressure,Flow,Energy,Unit,Customer_ID,Leak_Flag,Maintenance_Flag,Notes_Comments,Base_Temp_C,Base_Pressure_kPa,Cal_Coefficient,Cal_Version,Latitude,Longitude
R12700,MET-143,2024-01-22 07:00:00,,599.0,2.36,SCMH,c739,True,SHUTDOWN,Customer C845 complained about billing.,20.8,102.5,1.002,v1.2,12.8638,80.1757
R10604,MET-140,2024-01-22 14:00:00,-5.83,1140.0,4.2,SCMH,c808,nO,MAINT,Contact: +91-7089935-89935 for followup,21.8,101.0,1.002,v1.0,13.0261,
R9368,MET-106,2024-01-22 17:00:00,4.66,674.0,2.41,SCMH,C762,nO,,Reverse flow detected briefly.,20.6,100.0,1.002,v1.0,12.9124,80.2671
R13947,MET-129,2024-01-22 18:00:00,5.17,1528.0,5.84,SCMH,C879,NO,,Night flow anomaly recorded.,20.0,101.325,1.0,v1.1,13.087,80.4049
R10315,MET-121,2024-01-22 20:00:00,6.26,116.0,0.44,SCMH,C759,n,,High consumption flagged for audit.,15.6,100.0,0.99,v1.2,13.0947,80.3952
R11812,MET-137,2024-01-22 21:00:00,2.56,634.0,2.52,SCMH,C894,FALSE,MAINT,Night flow anomaly recorded.,16.2,102.5,0.998,v1.0,12.9718,80.2591
R13343,MET-159,2024-01-23 01:00:00,3.2,333.0,1.27,SCMH,C731,no,MAINT,,24.8,102.5,0.998,v1.1,12.8681,80.407
R10582,MET-144,2024-01-23 04:00:00,6.26,994.0,3.88,SCMH,C755,0,,,21.8,101.325,0.998,v1.0,13.21,80.25
R9294,MET-139,2024-01-23 06:00:00,4.83,1873.0,6.83,SCMH,C878,no,,Reverse flow detected briefly.,15.3,101.0,1.002,v1.2,13.1237,80.0602
R10588,MET-130,2024-01-23 09:00:00,43.4,268.0,1.0,SCMH,c839,N,,Contact: +91-7038257-38257 for followup,15.1,101.325,1.0,v1.0,12.8686,80.2389
R13572,MET-131,2024-01-23 11:00:00,-4.49,1013.0,3.55,SCMH,C807,no,SHUTDOWN,Contact: +91-7019843-19843 for followup,18.1,102.5,1.0,v1.1,13.093,80.0978
R14478,MET-141,2024-01-23 11:00:00,6.78,3197.0,12.49,SCMH,C787,False,,,16.6,99.5,1.0,v1.0,12.8988,80.0626
R12990,MET-131,2024-01-23 12:00:00,5.31,896.0,3.5,SCMH,C807,n,MAINT,Calibration check passed.,22.9,102.5,1.002,v1.0,13.093,80.0978
R12163,MET-156,2024-01-23 13:00:00,5.54,306.0,1.13,SCMH,C886,false,,Customer C721 complained about billing.,25.5,101.325,1.002,v1.0,13.2187,80.3986
R11032,MET-121,2024-01-23 15:00:00,-4.3,607.0,2.19,SCMH,C759,0,,High consumption flagged for audit.,15.3,101.325,1.0,v1.0,13.0947,80.3952
R10186,MET-144,2024-01-23 17:00:00,6.96,667.0,2.57,SCMH,C755,false,SHUTDOWN,,23.7,101.325,1.0,v1.0,13.2137,80.2534
R10922,MET-127,2024-01-23 17:00:00,,2604000.0,9.4,SCMH,C883,no,SHUTDOWN,Customer C764 complained about billing.,18.0,99.5,0.995,v1.1,12.9299,80.3418
R11657,MET-126,2024-01-23 19:00:00,4.23,1610.0,5.84,SCMH,C750,false,MAINT,Reverse flow detected briefly.,21.5,103.0,1.0,v1.0,13.1641,80.1801
R11688,MET-117,2024-01-24 00:00:00,2.78,725.0,2.83,SCMH,C708,no,,Inspection done. No issues.,25.0,103.0,0.995,v1.0,12.9717,80.3585
R13372,MET-155,2024-01-24 00:00:00,4.11,1226.0,4.34,SCMH,C711,0,SHUTDOWN,High consumption flagged for audit.,24.8,101.325,1.0,v1.1,13.0892,80.3034
R15031,MET-113,2024-01-24 05:00:00,-3.81,403.0,1.42,SCMH,c839,N,MAINT,Contact: +91-7080901-80901 for followup,23.3,102.5,0.998,v1.1,13.183,80.0522
R10271,MET-121,2024-01-24 07:00:00,6.19,615.0,2.44,SCMH,C759,NO,,Night flow anomaly recorded.,23.0,101.325,0.99,v1.0,13.0947,80.3952
R14892,MET-145,2024-01-24 08:00:00,6.17,391.0,1.46,SCMH,C895,FALSE,,Customer called at +91-9820227-20227,24.5,101.0,1.0,v1.0,12.9535,80.413
R14744,MET-121,2024-01-24 09:00:00,5.41,292.0,1.15,SCMH,c759,False,MAINT,High consumption flagged for audit.,16.3,101.325,1.0,v1.2,13.0947,80.3952
R9036,MET-151,2024-01-24 13:00:00,2.92,503.0,1.86,SCMH,C791,nO,,Inspection done. No issues.,19.3,102.5,1.01,v1.0,13.2378,80.1659
R13774,MET-123,2024-01-24 17:00:00,6.49,1468.0,5.19,SCMH,C854,False,,"Leak near coords 12.9349,80.1919. Reported.",23.9,101.325,0.998,v1.0,24.0473,80.1824
R12256,MET-106,2024-01-24 18:00:00,6.94,691.0,2.59,SCMH,C762,False,,Reverse flow detected briefly.,19.1,101.325,1.0,v1.0,12.9124,80.2671
R10248,MET-130,2024-01-24 18:00:00,2.54,228.0,0.81,SCMH,C839,n,,Customer called at +91-9899847-99847,24.6,101.325,0.998,v1.0,12.8686,80.2389
R12682,MET-110,2024-01-25 04:00:00,2.66,423.0,1.66,SCMH,C726,Y,,Customer called at +91-9891257-91257,23.0,103.0,0.998,v1.1,13.1332,80.4448
R11614,MET-151,2024-01-25 06:00:00,3.51,573.0,2.23,SCMH,C791,False,,Customer called at +91-9866198-66198,23.3,102.5,1.0,v1.0,23.2458,80.1659
R12915,MET-126,2024-01-25 13:00:00,5.86,3383.0,13.4,SCMH,C750,NO,,"Leak near coords 12.8527,80.3374. Reported.",16.0,101.0,0.995,v1.0,13.1641,80.1801
R14622,MET-103,2024-01-25 15:00:00,5.81,2736.0,10.63,SCMH,C706,N,,Night flow anomaly recorded.,25.8,99.5,1.0,v1.0,13.1428,80.3815
R15094,MET-152,2024-01-25 20:00:00,5.5,225.0,0.83,SCMH,C788,No,,Night flow anomaly recorded.,14.9,103.0,1.01,v1.2,13.1601,80.1145
R13024,MET-120,2024-01-25 20:00:00,5.34,2880.0,11.29,SCMH,C755,No,,Customer called at +91-9830301-30301,14.9,101.325,1.0,v1.0,12.9665,80.0963
R11474,MET-148,2024-01-25 22:00:00,5.64,2998.0,11.04,SCMH,C723,nO,,Maintenance done by technician ID T415.,23.3,101.325,1.005,v1.0,13.058,80.3522
R13675,MET-108,2024-01-26 02:00:00,4.68,2781.0,10.19,SCMH,C735 ,0,MAINT,Maintenance done by technician ID T946.,20.1,99.5,1.002,v1.0,13.1965,80.3709
R11620,MET-158,2024-01-26 05:00:00,6.91,1522.0,5.77,SCMH,C837,no,,Inspection done. No issues.,14.3,101.325,1.01,v1.0,12.9284,80.1246
R9404,MET-157,2024-01-26 09:00:00,5.33,1107.0,4.36,SCMH,C817,no,,Reverse flow detected briefly.,20.9,100.0,1.0,v1.0,12.8854,80.3715
R14807,MET-135,2024-01-26 12:00:00,5.69,1773.0,6.67,SCMH,C771,nO,,Night flow anomaly recorded.,14.4,100.0,1.0,v1.0,13.2363,80.3584
R11677,MET-153,2024-01-26 15:00:00,,3206.0,11.72,SCMH,C854,False,,Inspection done. No issues.,22.4,101.325,0.998,v1.1,13.2258,80.4219
R10765,MET-105,2024-01-26 18:00:00,4.25,1973.0,3.48,SCMH,C770,N,SHUTDOWN,Read manually. Meter OK.,23.7,99.5,1.002,v1.0,80.1624,12.9124
R13277,MET-148,2024-01-27 01:00:00,2.9,2871.0,11.24,SCMH,C723,NO,,Read manually. Meter OK.,24.7,101.325,0.995,v1.1,13.058,80.3522
R13198,MET-147,2024-01-27 08:00:00,6.16,1143.0,4.41,SCMH,C726,nO,,Maintenance done by technician ID T142.,25.8,101.325,1.0,v1.0,12.9747,80.2142
R10284,MET-149,2024-01-27 09:00:00,6.65,708.0,2.62,SCMH,C797,N,SHUTDOWN,High consumption flagged for audit.,16.5,100.0,1.01,v1.1,13.0687,80.1415
R13934,MET-138,2024-01-27 12:00:00,2.77,167.0,0.66,SCMH,C740,n,SHUTDOWN,Read manually. Meter OK.,21.0,101.325,1.0,v1.2,12.89,80.22
R9003,MET-132,2024-01-27 14:00:00,-3.0,793.0,3.13,SCMH,C756,0,MAINT,,21.3,101.0,1.0,v1.0,12.9182,80.3353
R10873,MET-127,2024-01-27 15:00:00,3.17,1812.0,6.66,SCMH,C883,no,,Customer C808 complained about billing.,21.1,102.5,1.0,v1.0,12.9299,80.3418
R11785,MET-142,2024-01-27 23:00:00,2.61,2148.0,8.15,SCMH,C771,N,MAINT,,17.6,101.0,0.995,v1.0,13.0481,80.3046
R11592,MET-124,2024-01-28 00:00:00,2.79,2246.0,2.9,SCMH,C706,FALSE,,Customer called at +91-9882277-82277,24.4,103.0,1.0,v1.0,12.9965,80.0754
R9810,MET-158,2024-01-28 02:00:00,6.87,1988.0,7.63,SCMH,C837,False,MAINT,Odorant alarm triggered. Cleared.,21.0,103.0,1.0,v1.0,12.9284,80.1246
R10765,MET-116,2024-01-28 03:00:00,-3.65,784.0,3.06,SCMH,C808,n,SHUTDOWN,,19.8,103.0,1.0,v1.1,12.9234,80.3416
R15061,MET-117,2024-01-28 05:00:00,6.92,1698.0,6.6,SCMH,C708,False,,Calibration check passed.,17.0,100.0,0.99,v1.0,12.9717,80.3585
R13186,MET-122,2024-01-28 07:00:00,5.02,535.0,1.91,SCMH,C829,Y,,Night flow anomaly recorded.,19.7,101.325,1.0,v1.0,12.9058,80.2993
R9696,MET-141,2024-01-28 10:00:00,5.95,135.0,0.49,SCMH,C787,No,SHUTDOWN,Email: user691@citygas.com flagged issue,20.7,101.325,0.99,v1.0,12.8988,80.0626
R12005,MET-141,2024-01-28 11:00:00,2.79,2603.0,10.181,SCMH,C787,No,,Email: user928@citygas.com flagged issue,20.8,101.0,1.005,v1.0,12.8988,80.0626
R14526,MET-133,2024-01-28 16:00:00,,1096.0,4.29,SCMH,C814,Yes,,Maintenance done by technician ID T871.,15.6,101.325,1.0,v1.0,12.876,80.3543
R13043,MET-106,2024-01-28 18:00:00,6.31,371.0,1.31,SCMH,C762,FALSE,,Customer C792 complained about billing.,19.3,102.5,1.0,v1.2,12.9124,80.2671
R13038,MET-160,2024-01-28 20:00:00,2.9,900.0,3.39,SCMH,C796,TRUE,MAINT,High consumption flagged for audit.,24.9,103.0,1.01,v1.1,80.2657,12.9801
R11560,MET-102,2024-01-28 20:00:00,6.04,752.0,2.82,SCMH,C728 ,nO,,High consumption flagged for audit.,19.7,101.325,1.002,v1.0,13.2303,80.1585
R14187,MET-127,2024-01-28 22:00:00,6.0,1708.0,6.18,SCMH,c883,0,,Read manually. Meter OK.,22.3,101.325,0.995,v1.0,12.93,80.34
R15025,MET-124,2024-01-28 23:00:00,5.52,286.0,1.1,SCMH,C706,nO,,Night flow anomaly recorded.,19.5,101.325,1.0,v1.0,12.9965,80.0754
R10982,MET-117,2024-01-29 10:00:00,4.19,557.0,2.17,SCMH,C708,NO,,Read manually. Meter OK.,19.3,100.0,1.0,v1.1,12.9717,80.3585
R13218,MET-117,2024-01-29 11:00:00,5.5,2010.0,7.46,SCMH,C708,n,,Contact: +91-7085755-85755 for followup,24.9,101.325,1.0,v1.0,12.97,80.36
R14279,MET-144,2024-01-29 12:00:00,5.6,423.0,1.58,SCMH,C755,False,,Email: user986@citygas.com flagged issue,23.5,99.5,0.998,v1.1,13.2137,
R12943,MET-116,2024-01-29 14:00:00,4.63,1936.0,7.47,SCMH,c808,n,,Calibration check passed.,21.8,101.325,1.002,v1.0,12.9234,80.3416
R9552,MET-151,2024-01-29 21:00:00,3.07,,2.83,SCMH,C791,no,,Reverse flow detected briefly.,21.9,101.325,1.0,v1.1,13.2378,80.1659
R11615,MET-149,2024-01-30 00:00:00,,1435.0,5.01,SCMH,C797,False,,Maintenance done by technician ID T162.,14.0,101.325,0.99,v1.0,13.0687,80.1415
R10513,MET-130,2024-01-30 00:00:00,4.13,632000.0,2.36,SCMH,C839,N,,Calibration check passed.,23.5,101.325,1.0,v1.1,12.8686,80.2389
R9060,MET-141,2024-01-30 03:00:00,2.73,2782.0,10.06,SCMH,C787,nO,MAINT,Pressure drop observed at peak hours.,22.5,101.325,1.005,v1.0,12.8988,80.0626
R12559,MET-153,2024-01-30 03:00:00,-4.37,4762.0,18.43,SCMH,CID-854,n,,Read manually. Meter OK.,24.7,101.325,1.0,v1.1,13.2258,80.4219
R12456,MET-142,2024-01-30 04:00:00,6.7,2329.0,8.97,SCMH,C771,false,,Customer called at +91-9854127-54127,19.0,102.5,0.995,v1.1,13.0481,80.3046
R14761,MET-113,2024-01-30 08:00:00,4.48,882.0,3.29,SCMH,C839,0,SHUTDOWN,,21.5,101.325,1.002,v1.2,13.183,80.0522
R9745,MET-145,2024-01-30 20:00:00,3.13,1626.0,5.73,SCMH,C895,False,MAINT,High consumption flagged for audit.,19.6,101.325,1.0,v1.0,12.9535,80.413
R13877,MET-116,2024-01-30 21:00:00,5.1,1966.0,7.1,SCMH,C808,NO,,,16.7,101.325,1.01,v1.0,12.92,80.34
R12291,MET-145,2024-01-31 00:00:00,5.97,2000.0,6.05,SCMH,C895,N,SHUTDOWN,Customer called at +91-9865674-65674,25.9,99.5,1.002,v1.2,12.9535,80.413
R11737,MET-135,2024-01-31 04:00:00,6.91,2070000.0,7.93,SCMH,C771,N,,Customer C879 complained about billing.,22.3,101.325,1.0,v1.1,13.2363,80.3584
R9281,MET-135,2024-01-31 05:00:00,3.34,468.0,1.7,SCMH,C771,FALSE,,Night flow anomaly recorded.,23.1,101.0,0.998,v1.0,13.2363,80.3584
R12433,MET-128,2024-01-31 06:00:00,6.31,1980.0,7.04,SCMH,C866 ,No,,High consumption flagged for audit.,19.5,103.0,1.0,v1.0,22.1934,80.305
R12340,MET-135,2024-01-31 08:00:00,4.71,1726.0,6.56,SCMH,C771,false,,,21.6,101.325,0.995,v1.1,13.2363,80.3584
R14515,MET-108,2024-01-31 12:00:00,4.54,965.0,3.59,SCMH,C735,n,,Contact: +91-7064353-64353 for followup,15.5,102.5,0.998,v1.1,13.1965,80.3709
R10962,MET-122,2024-02-01 07:00:00,6.76,1916.0,7.03,SCMH,C829,NO,,Inspection done. No issues.,19.5,101.325,1.0,v1.2,21.2466,80.2993
R13244,MET-101,2024-02-01 09:00:00,2.94,1204.0,4.65,SCMH,CID-863,N,,,18.9,100.0,1.0,v1.0,12.9998,80.2055
R12174,MET-153,2024-02-01 16:00:00,4.22,579.0,2.11,SCMH,C854,n,,,19.7,101.325,1.0,v1.2,13.2258,80.4219
R10791,MET-122,2024-02-01 21:00:00,4.3,987.0,3.84,SCMH,C829,TRUE,MAINT,Odorant alarm triggered. Cleared.,19.4,101.0,1.002,v1.0,12.9058,80.2993
R11939,MET-142,2024-02-02 00:00:00,5.45,3041.0,11.83,SCMH,c771,false,,"Leak near coords 13.0082,80.3275. Reported.",15.9,102.5,1.002,v1.0,13.0481,80.3046
R12448,MET-121,2024-02-02 04:00:00,3.93,210.0,0.74,SCMH,C759,False,MAINT,Email: user575@citygas.com flagged issue,21.9,102.5,1.0,v1.1,13.0947,80.3952
R13228,MET-134,2024-02-02 12:00:00,3.06,2751.0,10.93,SCMH,C850,n,,Pressure drop observed at peak hours.,23.9,101.325,0.99,v1.1,13.2296,80.2745
R11154,MET-144,2024-02-02 19:00:00,2.73,1845.0,6.92,SCMH,C755,false,,,16.7,99.5,1.005,v1.0,13.2137,80.2534
R11381,MET-130,2024-02-02 19:00:00,4.07,438.0,1.72,SCMH,C839,false,,Contact: +91-7089942-89942 for followup,16.2,101.325,0.995,v1.0,12.8686,80.2389
R10103,MET-130,2024-02-03 00:00:00,5.63,,1.07,SCMH,CID-839,No,,Inspection done. No issues.,15.2,99.5,0.995,v1.0,12.8686,80.2389
R13883,MET-131,2024-02-03 03:00:00,5.11,2000.0,0.96,SCMH,c807,n,MAINT,Email: user528@citygas.com flagged issue,14.0,101.325,1.0,v1.2,13.093,80.0978
R14752,MET-144,2024-02-03 10:00:00,5.47,2476.0,9.12,SCMH,C755 ,N,,Pressure drop observed at peak hours.,14.6,101.325,1.0,v1.0,13.2137,80.2534
R11621,MET-103,2024-02-03 20:00:00,5.04,703.0,2.55,SCMH,C706,y,,Night flow anomaly recorded.,18.0,101.325,1.0,v1.0,13.1428,80.3815
R13099,MET-116,2024-02-04 09:00:00,4.79,1713.0,6.0,SCMH,C808,NO,,Pressure drop observed at peak hours.,20.8,102.5,1.0,v1.0,12.9234,80.3416
R10559,MET-115,2024-02-04 11:00:00,4.18,2075.0,7.46,SCMH,C851,n,,Calibration check passed.,19.8,103.0,1.0,v1.0,12.9227,80.3327
R9831,MET-119,2024-02-04 12:00:00,2.63,1368.0,5.32,SCMH,CID-723,FALSE,,Contact: +91-7087141-87141 for followup,23.6,101.325,0.995,v1.0,13.0228,80.1934
R14724,MET-160,2024-02-04 13:00:00,6.61,341.0,1.22,SCMH,C796,false,,High consumption flagged for audit.,14.3,102.5,1.0,v1.1,12.9801,80.2657
R11650,MET-127,2024-02-04 14:00:00,5.67,821.0,3.13,SCMH,C883,False,,Customer called at +91-9850588-50588,23.3,102.5,1.0,v1.1,12.9299,80.3418
R14380,MET-108,2024-02-04 15:00:00,0.0,1903.0,6.91,SCMH,C735,false,MAINT,Read manually. Meter OK.,20.6,100.0,1.01,v1.1,13.1965,80.3709
R9967,MET-153,2024-02-04 19:00:00,2.72,592.0,2.18,SCMH,C854,1,,Customer called at +91-9869391-69391,20.9,101.0,1.01,v1.0,13.2258,80.4219
R11363,MET-123,2024-02-04 21:00:00,5.86,743.0,2.8,SCMH,C854,False,MAINT,Customer C795 complained about billing.,25.6,101.325,1.002,v1.1,12.9669,80.1824
R14499,MET-133,2024-02-05 06:00:00,6.33,831.0,2.94,SCMH,C814,False,,Inspection done. No issues.,18.6,100.0,1.0,v1.0,12.876,80.3543
R14703,MET-133,2024-02-05 19:00:00,4.95,1952.0,7.67,SCMH,C814,N,,Read manually. Meter OK.,14.7,101.325,1.01,v1.0,12.876,80.3543
R12556,MET-153,2024-02-05 23:00:00,5.1,917.0,3.24,SCMH,C854,false,,,19.8,99.5,0.995,v1.0,13.2258,80.4219
R11169,MET-144,2024-02-06 06:00:00,2.96,391.0,1.45,SCMH,c755,No,,Customer called at +91-9825894-25894,22.6,102.5,1.0,v1.1,13.2137,80.2534
R13929,MET-110,2024-02-06 11:00:00,52.9,84.0,0.33,SCMH,C726,false,MAINT,High consumption flagged for audit.,15.1,102.5,1.0,v1.2,13.1332,80.4448
R9165,MET-150,2024-02-06 14:00:00,63.2,2746.0,10.84,SCMH,C724,nO,,High consumption flagged for audit.,25.3,101.325,1.0,v1.1,12.9239,80.0808
R13953,MET-152,2024-02-06 15:00:00,5.28,516.0,1.93,SCMH,C788,0,,Contact: +91-7095596-95596 for followup,17.3,101.325,1.005,v1.2,13.1601,80.1145
R12588,MET-124,2024-02-06 20:00:00,6.66,1527.0,5.89,SCMH,C706,n,,Customer C713 complained about billing.,25.1,101.325,1.0,v1.0,12.9965,80.0754
R10018,MET-155,2024-02-06 22:00:00,3.67,203.0,0.8,SCMH,C711,N,,Reverse flow detected briefly.,21.8,100.0,1.0,v1.0,23.4855,80.3034
R9029,MET-137,2024-02-07 00:00:00,2.88,927.0,3.3,SCMH,C894,N,,Reverse flow detected briefly.,22.9,101.325,0.998,v1.2,21.0493,80.2591
R10031,MET-143,2024-02-07 00:00:00,5.34,1402.0,5.35,SCMH,C739,n,,Email: user233@citygas.com flagged issue,21.8,101.325,0.998,v1.0,12.8638,80.1757
R14107,MET-135,2024-02-07 01:00:00,4.7,2283.0,8.19,SCMH,C771,no,,Contact: +91-7035267-35267 for followup,14.2,103.0,1.005,v1.2,13.2363,80.3584
R14034,MET-138,2024-02-07 06:00:00,6.46,807.0,3.12,SCMH,C740,No,,Contact: +91-7083837-83837 for followup,17.9,101.325,1.0,v1.0,12.8891,80.221
R10052,MET-126,2024-02-07 09:00:00,5.94,601.0,2.22,SCMH,C750,NO,SHUTDOWN,Maintenance done by technician ID T126.,17.9,101.325,0.995,v1.0,13.1641,80.1801
R14855,MET-147,2024-02-07 10:00:00,3.93,3000.0,9.04,SCMH,C726,nO,,Email: user498@citygas.com flagged issue,20.1,101.325,0.998,v1.2,12.9747,80.2142
R9203,MET-119,2024-02-07 11:00:00,4.24,383.0,,SCMH,C723,no,,Customer C835 complained about billing.,22.6,101.325,0.99,v1.0,80.1934,13.0228
R10090,MET-120,2024-02-07 14:00:00,5.5,2507.0,8.88,SCMH,C755,No,,Reverse flow detected briefly.,20.1,100.0,1.0,v1.0,12.9665,80.0963
R10280,MET-156,2024-02-07 17:00:00,3.59,1129.0,4.091,SCMH,C886,FALSE,,Inspection done. No issues.,18.2,100.0,1.005,v1.1,13.2187,80.3986
R10171,MET-109,2024-02-07 22:00:00,5.44,1222.0,4.73,SCMH,C888,nO,SHUTDOWN,Contact: +91-7029133-29133 for followup,18.6,101.325,0.995,v1.1,13.0904,80.0798
R9469,MET-107,2024-02-08 01:00:00,4.66,1704.0,5.96,SCMH,C757,False,SHUTDOWN,Read manually. Meter OK.,24.6,102.5,1.0,v1.0,12.8732,80.1064
R14248,MET-102,2024-02-08 02:00:00,0.0,1788.0,6.45,SCMH,C728,No,MAINT,Contact: +91-7083753-83753 for followup,20.9,103.0,0.99,v1.1,13.2303,
R12007,MET-132,2024-02-08 04:00:00,5.29,257.0,0.97,SCMH,C756,FALSE,MAINT,Reverse flow detected briefly.,16.9,101.325,0.995,v1.0,12.9182,80.3353
R15068,MET-110,2024-02-08 05:00:00,4.56,1119.0,4.12,SCMH,C726,False,SHUTDOWN,"Leak near coords 13.0598,80.4173. Reported.",21.8,101.325,1.0,v1.0,13.1332,80.4448
R14575,MET-144,2024-02-08 08:00:00,2.82,1200.0,8.42,SCMH,C755,N,,Reverse flow detected briefly.,14.2,101.325,1.0,v1.1,13.2137,80.2534
R15078,MET-119,2024-02-08 08:00:00,2.9,1293.0,4.99,SCMH,C723,nO,,Reverse flow detected briefly.,16.5,102.5,1.0,v1.0,22.4255,80.1934
R11423,MET-116,2024-02-08 09:00:00,3.18,430.0,1.68,SCMH,C808,false,SHUTDOWN,Inspection done. No issues.,16.6,101.325,1.002,v1.1,12.92,80.34
R14692,MET-152,2024-02-08 13:00:00,3.47,883.0,3.33,SCMH,CID-788,true,SHUTDOWN,Email: user254@citygas.com flagged issue,23.6,101.325,1.0,v1.0,13.1601,80.1145
R14769,MET-107,2024-02-08 20:00:00,6.21,1515.0,,SCMH,C757,YES,SHUTDOWN,Odorant alarm triggered. Cleared.,22.9,101.325,0.995,v1.0,12.8732,80.1064
R11659,MET-101,2024-02-09 03:00:00,5.86,,3.24,SCMH,C863,No,,Read manually. Meter OK.,17.2,101.325,1.0,v1.0,12.9998,80.2055
R10363,MET-141,2024-02-09 08:00:00,3.14,1158.0,4.05,SCMH,C787,NO,SHUTDOWN,"Leak near coords 13.2095,80.2678. Reported.",17.1,101.325,0.99,v1.1,12.8988,80.0626
R15019,MET-139,2024-02-09 09:00:00,5.09,470.0,1.78,SCMH,C878,false,,Email: user794@citygas.com flagged issue,18.1,101.325,0.995,v1.2,13.1237,80.0602
R14681,MET-145,2024-02-09 12:00:00,3.29,108.0,0.39,SCMH,C895,0,SHUTDOWN,Night flow anomaly recorded.,15.7,101.325,1.0,v1.1,12.9535,80.413
R11707,MET-156,2024-02-09 20:00:00,4.95,,0.62,SCMH,C886,0,,Pressure drop observed at peak hours.,23.1,100.0,1.0,v1.1,13.2187,80.3986
R10957,MET-152,2024-02-09 20:00:00,4.64,989.0,3.56,SCMH,C788,0,MAINT,Inspection done. No issues.,21.1,101.325,1.0,v1.0,13.1601,80.1145
R12711,MET-150,2024-02-09 23:00:00,2.66,1882.0,6.71,SCMH,c724,n,,Pressure drop observed at peak hours.,19.4,101.325,1.0,v1.2,12.9239,80.0808
R11611,MET-109,2024-02-10 00:00:00,5.16,957.0,3.44,SCMH,C888,nO,,Reverse flow detected briefly.,25.0,101.325,1.0,v1.2,13.0904,80.0798
R9170,MET-158,2024-02-10 01:00:00,40.1,929.0,3.37,SCMH,C837,YEs,,Reverse flow detected briefly.,17.8,101.0,1.0,v1.0,12.9284,80.1246
R13548,MET-137,2024-02-10 03:00:00,5.38,1946.0,7.1,SCMH,CID-894,NO,,Read manually. Meter OK.,24.2,102.5,1.005,v1.2,12.9718,80.2591
R11175,MET-124,2024-02-10 05:00:00,3.3,-134.0,0.5,SCMH,C706,TRUE,,Odorant alarm triggered. Cleared.,16.0,101.325,0.995,v1.0,12.9965,80.0754
R9638,MET-141,2024-02-10 05:00:00,6.66,2680.0,9.5,SCMH,C787,NO,,Email: user102@citygas.com flagged issue,15.8,101.325,1.01,v1.0,12.8988,80.0626
R13579,MET-122,2024-02-10 07:00:00,6.63,1350.0,4.92,SCMH,CID-829,N,MAINT,Odorant alarm triggered. Cleared.,23.0,101.325,1.0,v1.1,12.9058,
R9396,MET-109,2024-02-10 13:00:00,2.95,158.0,0.62,SCMH,C888,N,,,22.7,102.5,0.995,v1.0,13.0904,80.0798
R12815,MET-151,2024-02-10 13:00:00,3.0,1426.0,5.59,SCMH,C791,0,,High consumption flagged for audit.,25.9,99.5,1.002,v1.1,13.2378,80.1659
R14579,MET-109,2024-02-10 17:00:00,3.98,1033.0,4.02,SCMH,c888,n,,Maintenance done by technician ID T119.,21.3,102.5,1.0,v1.1,13.0904,80.0798
R9985,MET-157,2024-02-10 19:00:00,,1827.0,6.72,SCMH,C817,false,,"Leak near coords 13.1802,80.4406. Reported.",19.1,101.325,1.0,v1.1,12.8854,80.3715
R11881,MET-130,2024-02-10 19:00:00,5.76,1281.0,,SCMH,c839,TRUE,MAINT,"Leak near coords 12.9511,80.216. Reported.",17.5,103.0,1.01,v1.1,12.87,80.24
R12620,MET-140,2024-02-11 08:00:00,6.3,4434.0,15.96,SCMH,C808,nO,,Contact: +91-7086969-86969 for followup,23.9,101.325,1.01,v1.2,13.0261,80.0932
R10204,MET-135,2024-02-11 08:00:00,3.5,561.0,2.11,SCMH,C771,No,,Inspection done. No issues.,19.2,103.0,1.0,v1.0,13.2363,80.3584
R11843,MET-108,2024-02-11 10:00:00,5.48,844.0,,SCMH,C735,FALSE,,Maintenance done by technician ID T751.,24.3,99.5,1.002,v1.0,13.1965,80.3709
R9842,MET-144,2024-02-11 11:00:00,6.46,,7.16,SCMH,C755,no,,High consumption flagged for audit.,24.4,103.0,1.01,v1.2,80.2534,13.2137
R11279,MET-123,2024-02-11 13:00:00,6.28,938.0,3.49,SCMH,C854,False,,Odorant alarm triggered. Cleared.,23.9,101.325,1.0,v1.1,12.9669,80.1824
R14495,MET-140,2024-02-12 00:00:00,3.04,2963.0,10.61,SCMH,C808,N,MAINT,Pressure drop observed at peak hours.,24.5,103.0,0.99,v1.2,13.0261,80.0932
R14080,MET-160,2024-02-12 01:00:00,2.77,77.0,0.27,SCMH,C796,No,,Calibration check passed.,16.7,101.325,0.998,v1.1,12.9801,80.2657
R12338,MET-108,2024-02-12 03:00:00,6.8,1124.0,4.15,SCMH,C735,True,SHUTDOWN,Calibration check passed.,23.0,102.5,1.002,v1.0,21.9974,80.3709
R12687,MET-149,2024-02-12 07:00:00,,1430.0,5.17,SCMH,C797,Yes,,Reverse flow detected briefly.,19.4,103.0,1.01,v1.2,13.0687,80.1415
R11671,MET-136,2024-02-12 07:00:00,3.53,897.0,3.38,SCMH,C701,No,,Calibration check passed.,16.8,99.5,1.005,v1.0,13.1734,80.2475
R12953,MET-146,2024-02-12 08:00:00,0.0,,2.17,SCMH,C786,n,,Inspection done. No issues.,19.2,100.0,1.005,v1.1,13.115,80.1497
